Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,FS,Tempo,SQI1,SQI2
CHROM,10,54.9967,57.3465,0,12.0,30.000000000000004,10,0.817451513768247,0.00010268647766757266
CHROM,101,53.9414,57.3465,0,12.0,30.000000000000004,10,0.8518816992247975,0.0014841905886123683
CHROM,104,53.4723,57.3465,12.9496,12.0,30.000000000000004,10,0.6311266141375882,0.0013759043138315192
CHROM,107,54.0586,57.3465,0,12.0,30.000000000000004,10,0.8098525753537453,0.0005072205860395712
CHROM,108,54.645,57.3465,0,12.0,30.000000000000004,10,0.7897952824221928,6.898389665701808e-05
CHROM,109,55.2899,57.3465,0,12.0,30.000000000000004,10,0.7205456259190944,8.281007737123999e-05
CHROM,135,40.2801,57.3465,0,12.0,30.000000000000004,10,0.6991855493533159,0.0005054095737657999
CHROM,151,54.5863,57.3465,0,12.0,30.000000000000004,10,0.8175652326845704,0.0001287472643869308
CHROM,18,43.329,57.3465,0,12.0,30.000000000000004,10,0.5089200693580871,0.000363757275043653
CHROM,188,53.8241,57.3465,19.4245,12.0,30.000000000000004,10,0.7653478825492509,0.00035547119441135995
CHROM,199,39.5179,57.3465,0,12.0,30.000000000000004,10,0.49587873767638313,0.0004486512616503506
CHROM,266,53.9414,57.3465,0,12.0,30.000000000000004,10,0.8531009879135046,0.0004277510648495244
CHROM,280,55.114,57.3465,0,12.0,30.000000000000004,10,0.705735785048274,0.0002860027371129799
CHROM,299,55.4658,57.3465,19.4245,12.0,30.000000000000004,10,0.6658212407385705,0.00040466788324138096
CHROM,330,54.5277,57.3465,0,12.0,30.000000000000004,10,0.8012281622767325,0.0010738478858291064
CHROM,333,52.7101,57.3465,19.4245,12.0,30.000000000000004,10,0.7170551720502323,0.0006064035093827969
CHROM,336,54.8208,57.3465,0,12.0,30.000000000000004,10,0.7983740590229204,0.0018835577266378114
CHROM,337,55.2313,57.3465,19.4245,12.0,30.000000000000004,10,0.7738674430434799,0.0005844278948423489
CHROM,338,54.5863,57.3465,0,12.0,30.000000000000004,10,0.7912605271885146,0.0005738668359681237
CHROM,347,54.3518,57.3465,12.9496,12.0,30.000000000000004,10,0.7985681849299835,0.0007194878502830217
CHROM,36,53.7655,57.3465,0,12.0,30.000000000000004,10,0.8334238240028834,0.0021026563048002116
CHROM,364,43.7394,57.3465,19.4245,12.0,30.000000000000004,10,0.5241472157360623,0.00031327600956222425
CHROM,4,53.7655,57.3465,0,12.0,30.000000000000004,10,0.7644017560305812,0.0022336971416217133
CHROM,50,54.645,57.3465,0,12.0,30.000000000000004,10,0.7619047386549661,0.0007779181382909732
CHROM,6,54.7036,57.3465,19.4245,12.0,30.000000000000004,10,0.7531384296316534,0.0007487682670473491
CHROM,69,53.0619,57.3465,0,12.0,30.000000000000004,10,0.7857753467966904,0.0012749387607844248
CHROM,9,54.7036,57.3465,0,12.0,30.000000000000004,10,0.8183133329295219,0.00011310039926284606
GBGR,10,55.3485,57.3465,0,12.0,30.000000000000004,10,0.8088310525409882,9.166043618838396e-05
GBGR,101,53.7655,57.3465,19.4245,12.0,30.000000000000004,10,0.8476973554254064,0.003135492061603496
GBGR,104,54.1173,57.3465,0,12.0,30.000000000000004,10,0.6524420005081082,0.0002462872177152406
GBGR,107,53.8241,57.3465,0,12.0,30.000000000000004,10,0.7803339676280704,6.440209132672304e-05
GBGR,108,54.8208,57.3465,0,12.0,30.000000000000004,10,0.7744817028025992,0.00012025075215713467
GBGR,109,55.2313,57.3465,0,12.0,30.000000000000004,10,0.6754108574627752,0.000948170366637563
GBGR,135,40.5733,57.3465,0,12.0,30.000000000000004,10,0.7473761656813389,0.001568456812356633
GBGR,151,54.7622,57.3465,0,12.0,30.000000000000004,10,0.8203075690413628,0.0009978899419668245
GBGR,18,58.5733,57.3465,0,12.0,30.000000000000004,10,0.5728845044274335,7.786631288258647e-05
GBGR,188,53.5309,57.3465,19.4245,12.0,30.000000000000004,10,0.766274386094741,0.002140966224020531
GBGR,199,58.6906,57.3465,0,12.0,30.000000000000004,10,0.583683820423438,0.00010513924746376809
GBGR,266,53.8827,57.3465,0,12.0,30.000000000000004,10,0.8651605317640196,6.400569920917547e-05
GBGR,280,55.2899,57.3465,19.4245,12.0,30.000000000000004,10,0.7284964592211356,3.6668139176081015e-05
GBGR,299,56.1694,57.3465,0,12.0,30.000000000000004,10,0.6450782195233592,0.0002707654107010281
GBGR,330,54.645,57.3465,0,12.0,30.000000000000004,10,0.814168250944888,8.334354133152577e-05
GBGR,333,54.9967,57.3465,0,12.0,30.000000000000004,10,0.7050155552023467,0.0008562485563416228
GBGR,336,54.4104,57.3465,19.4245,12.0,30.000000000000004,10,0.8305300673598256,0.0015451884132813834
GBGR,337,55.4658,57.3465,0,12.0,30.000000000000004,10,0.7850469429306466,4.030552603626956e-05
GBGR,338,54.2345,57.3465,0,12.0,30.000000000000004,10,0.7727439096484388,0.0005983244506010897
GBGR,347,54.1759,57.3465,0,12.0,30.000000000000004,10,0.8005033661668619,0.0005034323458324604
