Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,FS,Tempo,SQI1,SQI2
CHROM,10,51.7241,50.5782,19.6364,18.0,60.0,10,0.8379749064857871,0.0006548749033322489
CHROM,101,51.1921,50.5782,0,18.0,60.0,10,0.8297048495638076,0.0002949668726278622
CHROM,104,52.4335,50.5782,0,18.0,60.0,10,0.7143391382399418,0.0001345451687209778
CHROM,107,50.7192,50.5782,19.6364,18.0,60.0,10,0.7671053774879817,0.00037609847370730673
CHROM,108,50.6601,50.5782,13.0909,18.0,60.0,10,0.7381253724921689,0.00025702775260493915
CHROM,109,52.67,50.5782,0,18.0,60.0,10,0.8358132135681967,3.370985557171817e-05
CHROM,135,58.4631,50.5782,0,18.0,60.0,10,0.6167875724887413,0.0004089133613960626
CHROM,151,51.665,50.5782,19.6364,18.0,60.0,10,0.858283671175099,0.0007007032685094849
CHROM,18,64.9655,50.5782,0,18.0,60.0,10,0.44137421835552293,0.0006082822178942234
CHROM,188,50.3645,50.5782,13.0909,18.0,60.0,10,0.6966115726568818,0.00017755494034270918
CHROM,199,45.0443,50.5782,0,18.0,60.0,10,0.5424020215879467,5.8492197083114255e-05
CHROM,266,51.7833,50.5782,19.6364,18.0,60.0,10,0.8169381929654758,0.0001972052965010401
CHROM,280,52.3744,50.5782,13.0909,18.0,60.0,10,0.7913712255074328,0.0008212728498874182
CHROM,299,52.7291,50.5782,0,18.0,60.0,10,0.7129478387372248,0.0004532722715291932
CHROM,330,52.67,50.5782,0,18.0,60.0,10,0.8267068090418779,6.02143416604075e-05
CHROM,333,52.197,50.5782,0,18.0,60.0,10,0.6353358665443971,0.00016076245977447438
CHROM,336,52.5517,50.5782,0,18.0,60.0,10,0.8052605095890589,0.001112578907603229
CHROM,337,51.9015,50.5782,19.6364,18.0,60.0,10,0.8558632722715974,0.000524154110844453
CHROM,338,50.9557,50.5782,19.6364,18.0,60.0,10,0.8055154588179712,7.43184344532983e-05
CHROM,347,51.8424,50.5782,0,18.0,60.0,10,0.7606014029325944,9.343526648085961e-05
CHROM,36,51.6059,50.5782,0,18.0,60.0,10,0.829675644098308,0.00019266054334086995
CHROM,364,59.468,50.5782,19.6364,18.0,60.0,10,0.4347598104282975,1.841161682352374e-05
CHROM,4,49.8325,50.5782,19.6364,18.0,60.0,10,0.7427529783078943,0.00010978526844466963
CHROM,50,51.9015,50.5782,13.0909,18.0,60.0,10,0.7474702734187111,0.00020775145306336674
CHROM,6,51.9015,50.5782,13.0909,18.0,60.0,10,0.8183504053223365,0.0001832086918343774
CHROM,69,52.197,50.5782,0,18.0,60.0,10,0.7460752022384904,0.00033392553780625016
