Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,FS,Tempo,SQI1,SQI2
CHROM,10,52.4554,54.2505,0,18.0,30.0,10,0.8427625293683256,4.278180290190812e-05
CHROM,101,52.8119,54.2505,0,18.0,30.0,10,0.8226710280900131,0.00042307144133328916
CHROM,104,51.2079,54.2505,19.708,18.0,30.0,10,0.7164191543899048,0.0004940281141506289
CHROM,107,52.8713,54.2505,19.708,18.0,30.0,10,0.7539941667841435,0.0002883454776451124
CHROM,108,52.9901,54.2505,13.1387,18.0,30.0,10,0.8045640555862756,0.0011143272815273032
CHROM,109,52.9307,54.2505,13.1387,18.0,30.0,10,0.768329645015948,0.0008665687437632292
CHROM,135,61.7228,54.2505,13.1387,18.0,30.0,10,0.5892491432633821,0.0006770454327602302
CHROM,151,52.5743,54.2505,0,18.0,30.0,10,0.8296588294421369,0.001559513059688302
CHROM,18,38.3168,54.2505,0,18.0,30.0,10,0.5241561896490661,6.54124640992654e-05
CHROM,188,53.8218,54.2505,19.708,18.0,30.0,10,0.6670684233531978,0.0006065702479924859
CHROM,199,80.5545,54.2505,0,18.0,30.0,10,0.43931681964822566,0.000338822228872626
CHROM,266,53.8812,54.2505,0,18.0,30.0,10,0.800795084470332,0.0003281507242528686
CHROM,280,51.4455,54.2505,13.1387,18.0,30.0,10,0.6883817178895192,0.00018946068023509491
CHROM,299,52.2772,54.2505,13.1387,18.0,30.0,10,0.7958754481857734,9.753810273793779e-05
CHROM,330,52.9307,54.2505,13.1387,18.0,30.0,10,0.8165162182622588,9.595175506384778e-05
CHROM,333,52.4554,54.2505,13.1387,18.0,30.0,10,0.6709733711304222,0.0002386992576213411
CHROM,336,52.3366,54.2505,13.1387,18.0,30.0,10,0.8310518912623224,4.423341173205985e-05
CHROM,337,52.2772,54.2505,13.1387,18.0,30.0,10,0.8598117116020056,0.001968810212901951
CHROM,338,53.5248,54.2505,13.1387,18.0,30.0,10,0.8210321889710407,0.000477221054427511
CHROM,347,52.7525,54.2505,13.1387,18.0,30.0,10,0.8104824511119764,0.00020990335929852122
CHROM,36,52.099,54.2505,13.1387,18.0,30.0,10,0.7760160905755287,0.0002970176139331396
CHROM,364,49.2475,54.2505,0,18.0,30.0,10,0.49067854831062974,0.0001667391145383314
CHROM,4,53.2871,54.2505,13.1387,18.0,30.0,10,0.8117208347564998,0.0009425753448874691
CHROM,50,52.8713,54.2505,0,18.0,30.0,10,0.6697780557184299,0.0004181575903064826
CHROM,6,52.9901,54.2505,0,18.0,30.0,10,0.8208464969736815,0.0003432150361983735
CHROM,69,52.099,54.2505,0,18.0,30.0,10,0.7991129868629029,5.330317237857383e-05
CHROM,9,52.7525,54.2505,13.1387,18.0,30.0,10,0.8691333504367295,0.001153224094303134
GBGR,10,52.2178,54.2505,0,18.0,30.0,10,0.7636013096024595,0.00042757833938501544
GBGR,101,52.8119,54.2505,19.708,18.0,30.0,10,0.8242786353947126,0.0003435481606960113
GBGR,104,51.5644,54.2505,19.708,18.0,30.0,10,0.655262699270144,2.98744538256508e-05
GBGR,107,53.5842,54.2505,0,18.0,30.0,10,0.6589255281456059,0.00010416858193536937
