Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,FS,Tempo,SQI1,SQI2
CHROM,10,51.9778,53.5641,8.2759,16.0,30.0,30,0.6625662257842546,0.00036152378223387754
CHROM,101,51.277,53.5641,8.2759,16.0,30.0,30,0.6864877465931303,0.00045255242917784295
CHROM,104,52.0578,53.5641,8.2759,16.0,30.0,30,0.5981684453267662,1.3035043440232044e-05
CHROM,107,51.7775,53.5641,8.2759,16.0,30.0,30,0.664405631685703,6.377846573194094e-05
CHROM,108,52.198,53.5641,8.2759,16.0,30.0,30,0.7273017883861359,8.989435243603904e-05
CHROM,109,51.6974,53.5641,10.3448,16.0,30.0,30,0.5811568953616033,0.0001554578966406174
CHROM,135,49.9355,53.5641,12.4138,16.0,30.0,30,0.34600824812202224,3.157986997541111e-05
CHROM,151,51.9177,53.5641,8.2759,16.0,30.0,30,0.7649077723762832,5.4114876704417055e-05
CHROM,18,75.6641,53.5641,14.4828,16.0,30.0,30,0.29428473376884157,0.00022091637279809584
CHROM,188,51.5172,53.5641,8.2759,16.0,30.0,30,0.6167971814893155,0.00014348609568370652
CHROM,199,66.1735,53.5641,10.3448,16.0,30.0,30,0.4287665641414129,0.00010653165186106156
CHROM,266,51.8977,53.5641,8.2759,16.0,30.0,30,0.6730766721517527,6.58609055211572e-06
CHROM,280,51.7775,53.5641,14.4828,16.0,30.0,30,0.6323681299079289,0.00016212157830607866
CHROM,299,51.6374,53.5641,8.2759,16.0,30.0,30,0.6535041435164348,0.0002274245835450338
CHROM,330,51.6974,53.5641,8.2759,16.0,30.0,30,0.6950491484321883,4.567054376658886e-05
CHROM,333,51.7775,53.5641,8.2759,16.0,30.0,30,0.6654632155704912,0.00030306199223847674
CHROM,336,53.5996,53.5641,8.2759,16.0,30.0,30,0.5402545527817977,1.6988487920714124e-05
CHROM,337,51.5573,53.5641,8.2759,16.0,30.0,30,0.714226869554305,6.859114967423528e-05
CHROM,338,53.4194,53.5641,8.2759,16.0,30.0,30,0.6730823049540475,9.962389771026797e-05
CHROM,347,52.0378,53.5641,14.4828,16.0,30.0,30,0.6620542665197395,0.00029986290066715573
CHROM,36,51.4372,53.5641,8.2759,16.0,30.0,30,0.6916426563751861,3.1825799751296554e-05
CHROM,364,44.9099,53.5641,12.4138,16.0,30.0,30,0.5092550768578565,8.778111097467832e-05
CHROM,4,51.6574,53.5641,12.4138,16.0,30.0,30,0.6703523887710652,0.00011380853026755116
CHROM,50,51.9978,53.5641,10.3448,16.0,30.0,30,0.7148121929300988,0.0002917709749058914
CHROM,6,51.6374,53.5641,8.2759,16.0,30.0,30,0.6067628053351333,3.7065190380539626e-05
CHROM,69,52.3382,53.5641,8.2759,16.0,30.0,30,0.7075178090695167,0.00016162679474836288
CHROM,9,51.9778,53.5641,8.2759,16.0,30.0,30,0.6280938386317743,8.242075431895452e-05
GBGR,10,51.8776,53.5641,10.3448,16.0,30.0,30,0.6205309765340923,0.00012079158076649273
GBGR,101,53.3593,53.5641,14.4828,16.0,30.0,30,0.6541740011665956,9.87456909502187e-05
GBGR,104,52.198,53.5641,14.4828,16.0,30.0,30,0.523642767492839,0.00021059304398247984
GBGR,107,51.7775,53.5641,8.2759,16.0,30.0,30,0.6901108578492909,1.1360375615118759e-05
GBGR,108,52.4783,53.5641,14.4828,16.0,30.0,30,0.7112174744947493,9.61209486982532e-05
GBGR,109,51.7575,53.5641,10.3448,16.0,30.0,30,0.6582865656609584,7.785392072628303e-05
GBGR,135,47.733,53.5641,12.4138,16.0,30.0,30,0.4067559612882068,1.1016902944101451e-06
GBGR,151,52.0178,53.5641,8.2759,16.0,30.0,30,0.7477247195266685,0.0002240725987083752
GBGR,18,75.7442,53.5641,14.4828,16.0,30.0,30,0.3599849820887213,4.6112479365929774e-07
GBGR,188,51.5373,53.5641,8.2759,16.0,30.0,30,0.6102285406401142,3.580698137484656e-06
GBGR,199,66.1535,53.5641,10.3448,16.0,30.0,30,0.44764281076969703,6.156444682859314e-06
GBGR,266,51.8576,53.5641,12.4138,16.0,30.0,30,0.7013436255983172,0.00013672214248783198
GBGR,280,51.7976,53.5641,14.4828,16.0,30.0,30,0.6155824558084315,9.643170764389544e-05
GBGR,299,53.5795,53.5641,14.4828,16.0,30.0,30,0.5920378332803815,5.039992188632778e-05
GBGR,330,51.8576,53.5641,14.4828,16.0,30.0,30,0.6867098494342965,0.00012487055807560837
GBGR,333,51.7375,53.5641,8.2759,16.0,30.0,30,0.6378746101624126,1.6397562933670628e-05
GBGR,336,53.6796,53.5641,8.2759,16.0,30.0,30,0.63977682352956,7.267707434822785e-05
GBGR,337,51.7375,53.5641,14.4828,16.0,30.0,30,0.6497506123471374,0.00010111584138655287
GBGR,338,53.5395,53.5641,8.2759,16.0,30.0,30,0.617513329857381,7.361490191796539e-05
GBGR,347,52.0178,53.5641,14.4828,16.0,30.0,30,0.6925078085945261,0.00015527494224624436
GBGR,36,51.6374,53.5641,14.4828,16.0,30.0,30,0.6842432090198587,1.9578162044378185e-05
GBGR,364,44.9099,53.5641,12.4138,16.0,30.0,30,0.4629477578008083,0.00019530949565434383
GBGR,4,51.5973,53.5641,12.4138,16.0,30.0,30,0.715169592958423,6.478759562438472e-05
GBGR,50,51.8776,53.5641,10.3448,16.0,30.0,30,0.7315874475335196,0.00011306576998130037
GBGR,6,51.6574,53.5641,8.2759,16.0,30.0,30,0.6186119964629333,0.00017506643711470265
GBGR,69,52.4383,53.5641,14.4828,16.0,30.0,30,0.6593747270074816,3.342458996661033e-05
GBGR,9,51.9177,53.5641,8.2759,16.0,30.0,30,0.6730693975977365,0.0003040336665380062
GREEN,10,52.0578,53.5641,8.2759,16.0,30.0,30,0.7375482112769034,9.076159015545381e-05
GREEN,101,51.1969,53.5641,8.2759,16.0,30.0,30,0.5551968342510013,3.145948372762486e-05
GREEN,104,39.7842,53.5641,14.4828,16.0,30.0,30,0.4582985712187254,4.400754566215271e-05
GREEN,107,52.8788,53.5641,8.2759,16.0,30.0,30,0.4734846627673034,1.4569932216364084e-05
GREEN,108,47.0323,53.5641,8.2759,16.0,30.0,30,0.5231962533021597,9.924268885239037e-05
GREEN,109,52.9789,53.5641,14.4828,16.0,30.0,30,0.6940474925207343,0.00024006253600212529
GREEN,135,43.5284,53.5641,8.2759,16.0,30.0,30,0.4772951607932039,0.0001766450593973402
GREEN,151,47.0723,53.5641,8.2759,16.0,30.0,30,0.5627644680355062,0.0003302092389532887
GREEN,18,50.356,53.5641,10.3448,16.0,30.0,30,0.3390758535168965,6.447014539770359e-05
GREEN,188,45.2503,53.5641,14.4828,16.0,30.0,30,0.5573902131426247,7.100016119046867e-05
GREEN,199,50.7764,53.5641,14.4828,16.0,30.0,30,0.514519832728407,7.878182588031153e-05
GREEN,266,51.8977,53.5641,8.2759,16.0,30.0,30,0.5579344914833961,0.00011524069033349287
GREEN,280,46.9922,53.5641,8.2759,16.0,30.0,30,0.5404593363977575,9.441651660558616e-05
GREEN,299,47.1924,53.5641,8.2759,16.0,30.0,30,0.5318517497874629,0.00014214479619329307
GREEN,330,51.5773,53.5641,8.2759,16.0,30.0,30,0.693236221045721,0.00011444000179771277
GREEN,333,44.6096,53.5641,10.3448,16.0,30.0,30,0.4609823848043032,9.052300417071262e-05
GREEN,336,53.8598,53.5641,14.4828,16.0,30.0,30,0.3595150078743973,0.0001702230455472568
GREEN,337,47.0323,53.5641,8.2759,16.0,30.0,30,0.5700316780067377,8.038098102785654e-05
GREEN,338,51.9377,53.5641,8.2759,16.0,30.0,30,0.6949085558031629,0.00019576114326799854
GREEN,347,51.9778,53.5641,12.4138,16.0,30.0,30,0.5815077015954513,4.923857786149315e-06
GREEN,36,51.4972,53.5641,8.2759,16.0,30.0,30,0.6464069133851861,0.00018340046406810508
GREEN,364,86.5362,53.5641,8.2759,16.0,30.0,30,0.36650434476834404,7.952276228099962e-05
GREEN,4,60.7875,53.5641,8.2759,16.0,30.0,30,0.3461818601145237,6.98476866577932e-06
GREEN,50,51.5172,53.5641,12.4138,16.0,30.0,30,0.3999455509036439,8.894798263167178e-06
GREEN,6,52.4983,53.5641,14.4828,16.0,30.0,30,0.555791335254789,0.00020976656896924898
GREEN,69,50.7364,53.5641,12.4138,16.0,30.0,30,0.3974418154068948,8.944687050406445e-06
GREEN,9,51.9377,53.5641,8.2759,16.0,30.0,30,0.6935404828171561,4.924126268286549e-05
ICA,10,51.7575,53.5641,10.3448,16.0,30.0,30,0.5541292768036692,3.844877690201711e-06
ICA,101,51.297,53.5641,8.2759,16.0,30.0,30,0.7070048679075982,6.771671176260235e-05
ICA,104,52.0979,53.5641,8.2759,16.0,30.0,30,0.5392977184031953,0.00026030577429967777
ICA,107,51.7976,53.5641,8.2759,16.0,30.0,30,0.5822987711128077,8.542351069557877e-05
ICA,108,52.4383,53.5641,14.4828,16.0,30.0,30,0.6443299871525177,9.192275199650096e-06
ICA,109,49.4149,53.5641,24.8276,16.0,30.0,30,0.3880205860620459,7.82146463355953e-06
ICA,135,50.1157,53.5641,10.3448,16.0,30.0,30,0.40283611734753355,8.384957432522836e-05
ICA,151,51.4572,53.5641,8.2759,16.0,30.0,30,0.5834169615482281,3.382813685431714e-05
ICA,18,39.3838,53.5641,14.4828,16.0,30.0,30,0.4012795796355145,7.701372597905674e-05
ICA,188,51.8176,53.5641,8.2759,16.0,30.0,30,0.4325096780635963,0.0001211107702679992
ICA,199,66.1735,53.5641,10.3448,16.0,30.0,30,0.4438437136307657,0.00021506477209304003
ICA,266,46.6719,53.5641,8.2759,16.0,30.0,30,0.4287422346733326,0.00011750429859674282
ICA,280,44.8098,53.5641,8.2759,16.0,30.0,30,0.46972887153172393,0.00010907149464237929
ICA,299,51.5172,53.5641,8.2759,16.0,30.0,30,0.5277562699855045,0.00011919516957879622
ICA,330,50.5562,53.5641,8.2759,16.0,30.0,30,0.5414851315969205,1.985766948030001e-05
ICA,333,51.7575,53.5641,10.3448,16.0,30.0,30,0.49936747305285345,6.678995651723146e-05
ICA,336,53.8999,53.5641,14.4828,16.0,30.0,30,0.5040907630409681,3.7371647604017516e-05
ICA,337,51.1969,53.5641,8.2759,16.0,30.0,30,0.598861268533954,0.00012978051345445627
ICA,338,53.3393,53.5641,8.2759,16.0,30.0,30,0.5856365042237608,2.4984243041821847e-05
ICA,347,45.3904,53.5641,14.4828,16.0,30.0,30,0.4797742568564267,0.00010236364961063755
ICA,36,51.337,53.5641,8.2759,16.0,30.0,30,0.670764837237629,0.00014984871368177685
ICA,364,60.5473,53.5641,12.4138,16.0,30.0,30,0.40403137193133487,1.7309637351962595e-05
ICA,4,45.1702,53.5641,8.2759,16.0,30.0,30,0.5464089092288738,2.2447487093110594e-05
ICA,50,118.5117,53.5641,14.4828,16.0,30.0,30,0.27524339223701255,0.0001017601784897464
ICA,6,51.9377,53.5641,8.2759,16.0,30.0,30,0.4869141692103982,9.980762966298984e-05
ICA,69,52.4182,53.5641,14.4828,16.0,30.0,30,0.6246208517478253,0.00017779108959558752
ICA,9,51.6974,53.5641,8.2759,16.0,30.0,30,0.7208109910839204,0.0001027568396419804
LGI,10,52.1179,53.5641,8.2759,16.0,30.0,30,0.687663266226596,1.082841650666703e-05
LGI,101,51.4772,53.5641,8.2759,16.0,30.0,30,0.637067702105471,0.0002149161559909131
LGI,104,52.0178,53.5641,8.2759,16.0,30.0,30,0.6255679605568548,0.00011172105919021151
LGI,107,51.6974,53.5641,8.2759,16.0,30.0,30,0.7127911496759978,1.2108005787498646e-06
LGI,108,52.0178,53.5641,8.2759,16.0,30.0,30,0.705644243056261,2.6007254640042186e-05
LGI,109,51.7775,53.5641,14.4828,16.0,30.0,30,0.6796907292943533,8.169590807934602e-05
LGI,135,47.7931,53.5641,12.4138,16.0,30.0,30,0.40244657037439513,0.00011876252836710693
LGI,151,51.8176,53.5641,8.2759,16.0,30.0,30,0.7655299459937601,0.00013386316938368605
LGI,18,75.6641,53.5641,14.4828,16.0,30.0,30,0.3506688158937967,2.130602897877666e-05
LGI,188,51.8776,53.5641,8.2759,16.0,30.0,30,0.6585687909438348,2.2828285259633422e-05
LGI,199,66.1735,53.5641,10.3448,16.0,30.0,30,0.455120356840375,3.541061385363124e-05
LGI,266,51.8776,53.5641,8.2759,16.0,30.0,30,0.6529495477929035,0.0002098384839502807
LGI,280,51.7775,53.5641,14.4828,16.0,30.0,30,0.6575363800108238,0.0001270963862231961
LGI,299,51.5973,53.5641,8.2759,16.0,30.0,30,0.6244491871224102,0.0002616668633115355
LGI,330,51.7575,53.5641,8.2759,16.0,30.0,30,0.7111383718442565,1.2903250794718883e-05
LGI,333,51.8376,53.5641,8.2759,16.0,30.0,30,0.6874475322637053,0.00011118369255578953
LGI,336,53.5795,53.5641,8.2759,16.0,30.0,30,0.6858419461770302,2.2133079166448583e-05
LGI,337,51.5172,53.5641,8.2759,16.0,30.0,30,0.7085516627533186,5.4252927616571536e-05
LGI,338,53.1591,53.5641,8.2759,16.0,30.0,30,0.7006499077614563,0.0001759164134064888
LGI,347,51.9177,53.5641,12.4138,16.0,30.0,30,0.6993987296586828,8.23812243900172e-05
LGI,36,51.4972,53.5641,8.2759,16.0,30.0,30,0.7020162469824281,0.0001292582276674044
LGI,364,44.9099,53.5641,12.4138,16.0,30.0,30,0.5269457198820158,6.437665105888241e-06
LGI,4,51.6174,53.5641,8.2759,16.0,30.0,30,0.6612161839344427,4.849110851367391e-05
LGI,50,51.9377,53.5641,18.6207,16.0,30.0,30,0.7336399999520058,0.000153400477157248
LGI,6,53.099,53.5641,10.3448,16.0,30.0,30,0.6099817829751001,0.0001440779304648523
LGI,69,52.238,53.5641,8.2759,16.0,30.0,30,0.6889572465803613,0.0001490147825957261
LGI,9,51.9978,53.5641,8.2759,16.0,30.0,30,0.6392300243622349,6.846502828913379e-06
OMIT,10,52.1179,53.5641,8.2759,16.0,30.0,30,0.6870583565105879,0.00029829050996990527
OMIT,101,51.4572,53.5641,8.2759,16.0,30.0,30,0.6384608931121011,0.00013531970506594783
OMIT,104,52.0178,53.5641,8.2759,16.0,30.0,30,0.624842397041193,3.6219339614747444e-05
OMIT,107,51.6974,53.5641,8.2759,16.0,30.0,30,0.7127290146738596,0.0001599351697987957
OMIT,108,51.9978,53.5641,8.2759,16.0,30.0,30,0.7033447697961475,6.269878863467022e-05
OMIT,109,51.7775,53.5641,14.4828,16.0,30.0,30,0.6792421788137009,3.1251943949079875e-06
OMIT,135,47.7931,53.5641,12.4138,16.0,30.0,30,0.4117671053121035,1.3982029934141579e-05
OMIT,151,51.8176,53.5641,8.2759,16.0,30.0,30,0.7634000899989022,0.0003629120334341521
OMIT,18,75.6641,53.5641,14.4828,16.0,30.0,30,0.3249503298778982,2.039588142453652e-05
OMIT,188,51.8576,53.5641,8.2759,16.0,30.0,30,0.6596966824612858,5.339702407111566e-06
OMIT,199,66.1735,53.5641,10.3448,16.0,30.0,30,0.44216611653083304,5.942277053607791e-05
OMIT,266,51.8776,53.5641,8.2759,16.0,30.0,30,0.64978158829413,0.00011007432482578952
OMIT,280,51.7775,53.5641,14.4828,16.0,30.0,30,0.6572507646086339,8.969735094287213e-05
OMIT,299,51.5973,53.5641,8.2759,16.0,30.0,30,0.6193269311705734,3.21048239734911e-05
OMIT,330,51.7575,53.5641,8.2759,16.0,30.0,30,0.710858776308614,0.0001733460260718537
OMIT,333,51.8376,53.5641,8.2759,16.0,30.0,30,0.688290426812507,0.0003884815900063914
OMIT,336,53.5795,53.5641,8.2759,16.0,30.0,30,0.686518785729769,5.738439696927498e-06
OMIT,337,51.4972,53.5641,8.2759,16.0,30.0,30,0.7072191790574525,9.958027356520707e-07
OMIT,338,53.1591,53.5641,8.2759,16.0,30.0,30,0.7002753774596427,0.00018653340759749155
OMIT,347,51.9177,53.5641,12.4138,16.0,30.0,30,0.6990439658086074,5.316347267927984e-05
OMIT,36,51.4972,53.5641,8.2759,16.0,30.0,30,0.701623854395439,0.00018538584056128582
OMIT,364,44.9099,53.5641,12.4138,16.0,30.0,30,0.525365284186903,4.6967978905652826e-05
OMIT,4,51.6174,53.5641,8.2759,16.0,30.0,30,0.6642004636635526,0.00011586951291158163
OMIT,50,51.9577,53.5641,20.6897,16.0,30.0,30,0.7331670155634885,9.548245289820373e-05
OMIT,6,53.099,53.5641,10.3448,16.0,30.0,30,0.6099066520424742,7.295808304267404e-05
OMIT,69,52.238,53.5641,8.2759,16.0,30.0,30,0.6855027006392697,9.403108149270601e-05
